,date
3571,"{'uts': '1575498709', '#text': '04 Dec 2019, 22:31'}"
3572,"{'uts': '1575498492', '#text': '04 Dec 2019, 22:28'}"
3573,"{'uts': '1575498490', '#text': '04 Dec 2019, 22:28'}"
3574,"{'uts': '1575498385', '#text': '04 Dec 2019, 22:26'}"
3575,"{'uts': '1575498195', '#text': '04 Dec 2019, 22:23'}"
3576,"{'uts': '1575497876', '#text': '04 Dec 2019, 22:17'}"
3577,"{'uts': '1575491301', '#text': '04 Dec 2019, 20:28'}"
3578,"{'uts': '1575491106', '#text': '04 Dec 2019, 20:25'}"
3579,"{'uts': '1575490814', '#text': '04 Dec 2019, 20:20'}"
3580,"{'uts': '1575490480', '#text': '04 Dec 2019, 20:14'}"
3581,"{'uts': '1575490253', '#text': '04 Dec 2019, 20:10'}"
3582,"{'uts': '1575490128', '#text': '04 Dec 2019, 20:08'}"
3583,"{'uts': '1575489996', '#text': '04 Dec 2019, 20:06'}"
3584,"{'uts': '1575489959', '#text': '04 Dec 2019, 20:05'}"
3585,"{'uts': '1575489816', '#text': '04 Dec 2019, 20:03'}"
3586,"{'uts': '1575489763', '#text': '04 Dec 2019, 20:02'}"
3587,"{'uts': '1575489579', '#text': '04 Dec 2019, 19:59'}"
3588,"{'uts': '1575489540', '#text': '04 Dec 2019, 19:59'}"
3589,"{'uts': '1575489464', '#text': '04 Dec 2019, 19:57'}"
3590,"{'uts': '1575489280', '#text': '04 Dec 2019, 19:54'}"
3591,"{'uts': '1575488975', '#text': '04 Dec 2019, 19:49'}"
3592,"{'uts': '1575488851', '#text': '04 Dec 2019, 19:47'}"
3593,"{'uts': '1575488802', '#text': '04 Dec 2019, 19:46'}"
3594,"{'uts': '1575488582', '#text': '04 Dec 2019, 19:43'}"
3595,"{'uts': '1575488476', '#text': '04 Dec 2019, 19:41'}"
3596,"{'uts': '1575488315', '#text': '04 Dec 2019, 19:38'}"
3597,"{'uts': '1575488054', '#text': '04 Dec 2019, 19:34'}"
3598,"{'uts': '1575487795', '#text': '04 Dec 2019, 19:29'}"
3599,"{'uts': '1575485733', '#text': '04 Dec 2019, 18:55'}"
3600,"{'uts': '1575478426', '#text': '04 Dec 2019, 16:53'}"
3601,"{'uts': '1575478180', '#text': '04 Dec 2019, 16:49'}"
3602,"{'uts': '1575477953', '#text': '04 Dec 2019, 16:45'}"
3603,"{'uts': '1575477692', '#text': '04 Dec 2019, 16:41'}"
3604,"{'uts': '1575477420', '#text': '04 Dec 2019, 16:37'}"
3605,"{'uts': '1575476856', '#text': '04 Dec 2019, 16:27'}"
3606,"{'uts': '1575475192', '#text': '04 Dec 2019, 15:59'}"
3607,"{'uts': '1575474950', '#text': '04 Dec 2019, 15:55'}"
3608,"{'uts': '1575473204', '#text': '04 Dec 2019, 15:26'}"
3609,"{'uts': '1575472972', '#text': '04 Dec 2019, 15:22'}"
3610,"{'uts': '1575472690', '#text': '04 Dec 2019, 15:18'}"
3611,"{'uts': '1575472569', '#text': '04 Dec 2019, 15:16'}"
3612,"{'uts': '1575441603', '#text': '04 Dec 2019, 06:40'}"
3613,"{'uts': '1575441347', '#text': '04 Dec 2019, 06:35'}"
3614,"{'uts': '1575441046', '#text': '04 Dec 2019, 06:30'}"
3615,"{'uts': '1575337662', '#text': '03 Dec 2019, 01:47'}"
3616,"{'uts': '1575337635', '#text': '03 Dec 2019, 01:47'}"
3617,"{'uts': '1575334410', '#text': '03 Dec 2019, 00:53'}"
3619,"{'uts': '1575334379', '#text': '03 Dec 2019, 00:52'}"
3620,"{'uts': '1575331854', '#text': '03 Dec 2019, 00:10'}"
3621,"{'uts': '1575331548', '#text': '03 Dec 2019, 00:05'}"
3622,"{'uts': '1575331319', '#text': '03 Dec 2019, 00:01'}"
3623,"{'uts': '1575331079', '#text': '02 Dec 2019, 23:57'}"
3624,"{'uts': '1575324657', '#text': '02 Dec 2019, 22:10'}"
3625,"{'uts': '1575324409', '#text': '02 Dec 2019, 22:06'}"
3626,"{'uts': '1575324334', '#text': '02 Dec 2019, 22:05'}"
3627,"{'uts': '1575324131', '#text': '02 Dec 2019, 22:02'}"
3628,"{'uts': '1575310259', '#text': '02 Dec 2019, 18:10'}"
3629,"{'uts': '1575308376', '#text': '02 Dec 2019, 17:39'}"
3630,"{'uts': '1575307925', '#text': '02 Dec 2019, 17:32'}"
3631,"{'uts': '1575307735', '#text': '02 Dec 2019, 17:28'}"
3632,"{'uts': '1575307542', '#text': '02 Dec 2019, 17:25'}"
3633,"{'uts': '1575307379', '#text': '02 Dec 2019, 17:22'}"
3634,"{'uts': '1575307165', '#text': '02 Dec 2019, 17:19'}"
3635,"{'uts': '1575306983', '#text': '02 Dec 2019, 17:16'}"
3636,"{'uts': '1575306710', '#text': '02 Dec 2019, 17:11'}"
3637,"{'uts': '1575306458', '#text': '02 Dec 2019, 17:07'}"
3638,"{'uts': '1575306306', '#text': '02 Dec 2019, 17:05'}"
3639,"{'uts': '1575305955', '#text': '02 Dec 2019, 16:59'}"
3640,"{'uts': '1575305516', '#text': '02 Dec 2019, 16:51'}"
3641,"{'uts': '1575305230', '#text': '02 Dec 2019, 16:47'}"
3642,"{'uts': '1575304988', '#text': '02 Dec 2019, 16:43'}"
3643,"{'uts': '1575304735', '#text': '02 Dec 2019, 16:38'}"
3644,"{'uts': '1575304424', '#text': '02 Dec 2019, 16:33'}"
3645,"{'uts': '1575296578', '#text': '02 Dec 2019, 14:22'}"
3646,"{'uts': '1575294521', '#text': '02 Dec 2019, 13:48'}"
3647,"{'uts': '1575294521', '#text': '02 Dec 2019, 13:48'}"
3648,"{'uts': '1575294360', '#text': '02 Dec 2019, 13:46'}"
3649,"{'uts': '1575294137', '#text': '02 Dec 2019, 13:42'}"
3650,"{'uts': '1575246048', '#text': '02 Dec 2019, 00:20'}"
3651,"{'uts': '1575245367', '#text': '02 Dec 2019, 00:09'}"
3652,"{'uts': '1575241494', '#text': '01 Dec 2019, 23:04'}"
3653,"{'uts': '1575240845', '#text': '01 Dec 2019, 22:54'}"
3654,"{'uts': '1575240845', '#text': '01 Dec 2019, 22:54'}"
3655,"{'uts': '1575240217', '#text': '01 Dec 2019, 22:43'}"
3656,"{'uts': '1575240217', '#text': '01 Dec 2019, 22:43'}"
3657,"{'uts': '1575239743', '#text': '01 Dec 2019, 22:35'}"
3658,"{'uts': '1575239448', '#text': '01 Dec 2019, 22:30'}"
3659,"{'uts': '1575239215', '#text': '01 Dec 2019, 22:26'}"
3660,"{'uts': '1575239214', '#text': '01 Dec 2019, 22:26'}"
3661,"{'uts': '1575239212', '#text': '01 Dec 2019, 22:26'}"
3662,"{'uts': '1575238799', '#text': '01 Dec 2019, 22:19'}"
3663,"{'uts': '1575238269', '#text': '01 Dec 2019, 22:11'}"
3664,"{'uts': '1575238043', '#text': '01 Dec 2019, 22:07'}"
3665,"{'uts': '1575237966', '#text': '01 Dec 2019, 22:06'}"
3666,"{'uts': '1575237815', '#text': '01 Dec 2019, 22:03'}"
3667,"{'uts': '1575237815', '#text': '01 Dec 2019, 22:03'}"
3668,"{'uts': '1575232289', '#text': '01 Dec 2019, 20:31'}"
3669,"{'uts': '1575231508', '#text': '01 Dec 2019, 20:18'}"
3670,"{'uts': '1575231223', '#text': '01 Dec 2019, 20:13'}"
3671,"{'uts': '1575230763', '#text': '01 Dec 2019, 20:06'}"
3672,"{'uts': '1575230577', '#text': '01 Dec 2019, 20:02'}"
3673,"{'uts': '1575230419', '#text': '01 Dec 2019, 20:00'}"
3674,"{'uts': '1575226852', '#text': '01 Dec 2019, 19:00'}"
3675,"{'uts': '1575226675', '#text': '01 Dec 2019, 18:57'}"
3676,"{'uts': '1575226394', '#text': '01 Dec 2019, 18:53'}"
3677,"{'uts': '1575226037', '#text': '01 Dec 2019, 18:47'}"
3678,"{'uts': '1575225831', '#text': '01 Dec 2019, 18:43'}"
3679,"{'uts': '1575225709', '#text': '01 Dec 2019, 18:41'}"
3680,"{'uts': '1575225496', '#text': '01 Dec 2019, 18:38'}"
3681,"{'uts': '1575225254', '#text': '01 Dec 2019, 18:34'}"
3682,"{'uts': '1575224830', '#text': '01 Dec 2019, 18:27'}"
3683,"{'uts': '1575224591', '#text': '01 Dec 2019, 18:23'}"
3684,"{'uts': '1575224268', '#text': '01 Dec 2019, 18:17'}"
3685,"{'uts': '1575223941', '#text': '01 Dec 2019, 18:12'}"
3686,"{'uts': '1575223636', '#text': '01 Dec 2019, 18:07'}"
3687,"{'uts': '1575223424', '#text': '01 Dec 2019, 18:03'}"
3688,"{'uts': '1575223229', '#text': '01 Dec 2019, 18:00'}"
3689,"{'uts': '1575223099', '#text': '01 Dec 2019, 17:58'}"
3690,"{'uts': '1575072434', '#text': '30 Nov 2019, 00:07'}"
3691,"{'uts': '1575072329', '#text': '30 Nov 2019, 00:05'}"
3692,"{'uts': '1575072137', '#text': '30 Nov 2019, 00:02'}"
3693,"{'uts': '1575071995', '#text': '29 Nov 2019, 23:59'}"
3694,"{'uts': '1575071812', '#text': '29 Nov 2019, 23:56'}"
3695,"{'uts': '1575071641', '#text': '29 Nov 2019, 23:54'}"
3696,"{'uts': '1575071508', '#text': '29 Nov 2019, 23:51'}"
3697,"{'uts': '1575071304', '#text': '29 Nov 2019, 23:48'}"
3698,"{'uts': '1575071103', '#text': '29 Nov 2019, 23:45'}"
3699,"{'uts': '1575070644', '#text': '29 Nov 2019, 23:37'}"
3700,"{'uts': '1575070474', '#text': '29 Nov 2019, 23:34'}"
3701,"{'uts': '1575070316', '#text': '29 Nov 2019, 23:31'}"
3702,"{'uts': '1575070143', '#text': '29 Nov 2019, 23:29'}"
3703,"{'uts': '1575069933', '#text': '29 Nov 2019, 23:25'}"
3704,"{'uts': '1575069577', '#text': '29 Nov 2019, 23:19'}"
3705,"{'uts': '1575068990', '#text': '29 Nov 2019, 23:09'}"
3706,"{'uts': '1575068990', '#text': '29 Nov 2019, 23:09'}"
3707,"{'uts': '1575068603', '#text': '29 Nov 2019, 23:03'}"
3708,"{'uts': '1575068407', '#text': '29 Nov 2019, 23:00'}"
3709,"{'uts': '1575068206', '#text': '29 Nov 2019, 22:56'}"
3710,"{'uts': '1575068030', '#text': '29 Nov 2019, 22:53'}"
3711,"{'uts': '1575058481', '#text': '29 Nov 2019, 20:14'}"
3712,"{'uts': '1575058235', '#text': '29 Nov 2019, 20:10'}"
3713,"{'uts': '1575057017', '#text': '29 Nov 2019, 19:50'}"
3714,"{'uts': '1575056794', '#text': '29 Nov 2019, 19:46'}"
3715,"{'uts': '1575056116', '#text': '29 Nov 2019, 19:35'}"
3716,"{'uts': '1575055772', '#text': '29 Nov 2019, 19:29'}"
3717,"{'uts': '1575055443', '#text': '29 Nov 2019, 19:24'}"
3718,"{'uts': '1575055176', '#text': '29 Nov 2019, 19:19'}"
3719,"{'uts': '1575055021', '#text': '29 Nov 2019, 19:17'}"
3720,"{'uts': '1575054673', '#text': '29 Nov 2019, 19:11'}"
3721,"{'uts': '1575054427', '#text': '29 Nov 2019, 19:07'}"
3722,"{'uts': '1575054223', '#text': '29 Nov 2019, 19:03'}"
3723,"{'uts': '1575053674', '#text': '29 Nov 2019, 18:54'}"
3724,"{'uts': '1575053312', '#text': '29 Nov 2019, 18:48'}"
3725,"{'uts': '1575053061', '#text': '29 Nov 2019, 18:44'}"
3726,"{'uts': '1575052854', '#text': '29 Nov 2019, 18:40'}"
3727,"{'uts': '1575052517', '#text': '29 Nov 2019, 18:35'}"
3728,"{'uts': '1575052280', '#text': '29 Nov 2019, 18:31'}"
3729,"{'uts': '1575051989', '#text': '29 Nov 2019, 18:26'}"
3730,"{'uts': '1575051633', '#text': '29 Nov 2019, 18:20'}"
3731,"{'uts': '1575051410', '#text': '29 Nov 2019, 18:16'}"
3732,"{'uts': '1574970373', '#text': '28 Nov 2019, 19:46'}"
3733,"{'uts': '1574970269', '#text': '28 Nov 2019, 19:44'}"
3734,"{'uts': '1574969715', '#text': '28 Nov 2019, 19:35'}"
3735,"{'uts': '1574969219', '#text': '28 Nov 2019, 19:26'}"
3736,"{'uts': '1574968960', '#text': '28 Nov 2019, 19:22'}"
3737,"{'uts': '1574968565', '#text': '28 Nov 2019, 19:16'}"
3738,"{'uts': '1574968454', '#text': '28 Nov 2019, 19:14'}"
3739,"{'uts': '1574968227', '#text': '28 Nov 2019, 19:10'}"
3740,"{'uts': '1574968142', '#text': '28 Nov 2019, 19:09'}"
3741,"{'uts': '1574967900', '#text': '28 Nov 2019, 19:05'}"
3742,"{'uts': '1574967723', '#text': '28 Nov 2019, 19:02'}"
3743,"{'uts': '1574967609', '#text': '28 Nov 2019, 19:00'}"
3744,"{'uts': '1574967424', '#text': '28 Nov 2019, 18:57'}"
3745,"{'uts': '1574967240', '#text': '28 Nov 2019, 18:54'}"
3746,"{'uts': '1574966486', '#text': '28 Nov 2019, 18:41'}"
3747,"{'uts': '1574966306', '#text': '28 Nov 2019, 18:38'}"
3748,"{'uts': '1574966168', '#text': '28 Nov 2019, 18:36'}"
3749,"{'uts': '1574965973', '#text': '28 Nov 2019, 18:32'}"
3750,"{'uts': '1574965764', '#text': '28 Nov 2019, 18:29'}"
3751,"{'uts': '1574890632', '#text': '27 Nov 2019, 21:37'}"
3752,"{'uts': '1574890621', '#text': '27 Nov 2019, 21:37'}"
3753,"{'uts': '1574890169', '#text': '27 Nov 2019, 21:29'}"
3754,"{'uts': '1574889863', '#text': '27 Nov 2019, 21:24'}"
3755,"{'uts': '1574889732', '#text': '27 Nov 2019, 21:22'}"
3756,"{'uts': '1574889617', '#text': '27 Nov 2019, 21:20'}"
3757,"{'uts': '1574889249', '#text': '27 Nov 2019, 21:14'}"
3758,"{'uts': '1574883527', '#text': '27 Nov 2019, 19:38'}"
3759,"{'uts': '1574883458', '#text': '27 Nov 2019, 19:37'}"
3760,"{'uts': '1574883286', '#text': '27 Nov 2019, 19:34'}"
3761,"{'uts': '1574883072', '#text': '27 Nov 2019, 19:31'}"
3762,"{'uts': '1574882718', '#text': '27 Nov 2019, 19:25'}"
3763,"{'uts': '1574882155', '#text': '27 Nov 2019, 19:15'}"
3764,"{'uts': '1574878067', '#text': '27 Nov 2019, 18:07'}"
3765,"{'uts': '1574877845', '#text': '27 Nov 2019, 18:04'}"
3766,"{'uts': '1574877506', '#text': '27 Nov 2019, 17:58'}"
3767,"{'uts': '1574877171', '#text': '27 Nov 2019, 17:52'}"
3768,"{'uts': '1574876958', '#text': '27 Nov 2019, 17:49'}"
3769,"{'uts': '1574876590', '#text': '27 Nov 2019, 17:43'}"
3770,"{'uts': '1574876352', '#text': '27 Nov 2019, 17:39'}"
3771,"{'uts': '1574876151', '#text': '27 Nov 2019, 17:35'}"
3772,"{'uts': '1574875913', '#text': '27 Nov 2019, 17:31'}"
3773,"{'uts': '1574875708', '#text': '27 Nov 2019, 17:28'}"
3774,"{'uts': '1574875408', '#text': '27 Nov 2019, 17:23'}"
3775,"{'uts': '1574875160', '#text': '27 Nov 2019, 17:19'}"
3776,"{'uts': '1574868528', '#text': '27 Nov 2019, 15:28'}"
3777,"{'uts': '1574826603', '#text': '27 Nov 2019, 03:50'}"
3778,"{'uts': '1574822662', '#text': '27 Nov 2019, 02:44'}"
3779,"{'uts': '1574822532', '#text': '27 Nov 2019, 02:42'}"
3780,"{'uts': '1574822302', '#text': '27 Nov 2019, 02:38'}"
3781,"{'uts': '1574822189', '#text': '27 Nov 2019, 02:36'}"
3782,"{'uts': '1574821868', '#text': '27 Nov 2019, 02:31'}"
3783,"{'uts': '1574821664', '#text': '27 Nov 2019, 02:27'}"
3784,"{'uts': '1574821460', '#text': '27 Nov 2019, 02:24'}"
3785,"{'uts': '1574820696', '#text': '27 Nov 2019, 02:11'}"
3786,"{'uts': '1574820500', '#text': '27 Nov 2019, 02:08'}"
3787,"{'uts': '1574820440', '#text': '27 Nov 2019, 02:07'}"
3788,"{'uts': '1574820168', '#text': '27 Nov 2019, 02:02'}"
3789,"{'uts': '1574820022', '#text': '27 Nov 2019, 02:00'}"
3790,"{'uts': '1574819886', '#text': '27 Nov 2019, 01:58'}"
3791,"{'uts': '1574819569', '#text': '27 Nov 2019, 01:52'}"
3792,"{'uts': '1574819378', '#text': '27 Nov 2019, 01:49'}"
3793,"{'uts': '1574819115', '#text': '27 Nov 2019, 01:45'}"
3794,"{'uts': '1574818950', '#text': '27 Nov 2019, 01:42'}"
3795,"{'uts': '1574818692', '#text': '27 Nov 2019, 01:38'}"
3796,"{'uts': '1574818437', '#text': '27 Nov 2019, 01:33'}"
3797,"{'uts': '1574818180', '#text': '27 Nov 2019, 01:29'}"
3798,"{'uts': '1574818075', '#text': '27 Nov 2019, 01:27'}"
3799,"{'uts': '1574817883', '#text': '27 Nov 2019, 01:24'}"
3800,"{'uts': '1574817452', '#text': '27 Nov 2019, 01:17'}"
3801,"{'uts': '1574817180', '#text': '27 Nov 2019, 01:13'}"
3802,"{'uts': '1574812914', '#text': '27 Nov 2019, 00:01'}"
3803,"{'uts': '1574812612', '#text': '26 Nov 2019, 23:56'}"
3804,"{'uts': '1574811871', '#text': '26 Nov 2019, 23:44'}"
3805,"{'uts': '1574811626', '#text': '26 Nov 2019, 23:40'}"
3806,"{'uts': '1574811329', '#text': '26 Nov 2019, 23:35'}"
3807,"{'uts': '1574811075', '#text': '26 Nov 2019, 23:31'}"
3808,"{'uts': '1574810888', '#text': '26 Nov 2019, 23:28'}"
3809,"{'uts': '1574809460', '#text': '26 Nov 2019, 23:04'}"
3810,"{'uts': '1574809205', '#text': '26 Nov 2019, 23:00'}"
3811,"{'uts': '1574808990', '#text': '26 Nov 2019, 22:56'}"
3812,"{'uts': '1574808762', '#text': '26 Nov 2019, 22:52'}"
3813,"{'uts': '1574808662', '#text': '26 Nov 2019, 22:51'}"
3814,"{'uts': '1574803413', '#text': '26 Nov 2019, 21:23'}"
3815,"{'uts': '1574803243', '#text': '26 Nov 2019, 21:20'}"
3816,"{'uts': '1574802919', '#text': '26 Nov 2019, 21:15'}"
3817,"{'uts': '1574802656', '#text': '26 Nov 2019, 21:10'}"
3818,"{'uts': '1574802413', '#text': '26 Nov 2019, 21:06'}"
3820,"{'uts': '1574802240', '#text': '26 Nov 2019, 21:04'}"
3821,"{'uts': '1574801981', '#text': '26 Nov 2019, 20:59'}"
3822,"{'uts': '1574801831', '#text': '26 Nov 2019, 20:57'}"
3823,"{'uts': '1574801563', '#text': '26 Nov 2019, 20:52'}"
3824,"{'uts': '1574800982', '#text': '26 Nov 2019, 20:43'}"
3825,"{'uts': '1574800739', '#text': '26 Nov 2019, 20:38'}"
3826,"{'uts': '1574800590', '#text': '26 Nov 2019, 20:36'}"
3827,"{'uts': '1574800374', '#text': '26 Nov 2019, 20:32'}"
3828,"{'uts': '1574800163', '#text': '26 Nov 2019, 20:29'}"
3829,"{'uts': '1574797523', '#text': '26 Nov 2019, 19:45'}"
3830,"{'uts': '1574797313', '#text': '26 Nov 2019, 19:41'}"
3831,"{'uts': '1574797158', '#text': '26 Nov 2019, 19:39'}"
3832,"{'uts': '1574796880', '#text': '26 Nov 2019, 19:34'}"
3833,"{'uts': '1574796567', '#text': '26 Nov 2019, 19:29'}"
3834,"{'uts': '1574796317', '#text': '26 Nov 2019, 19:25'}"
3835,"{'uts': '1574796123', '#text': '26 Nov 2019, 19:22'}"
3836,"{'uts': '1574795901', '#text': '26 Nov 2019, 19:18'}"
3837,"{'uts': '1574795685', '#text': '26 Nov 2019, 19:14'}"
3838,"{'uts': '1574795346', '#text': '26 Nov 2019, 19:09'}"
3839,"{'uts': '1574739935', '#text': '26 Nov 2019, 03:45'}"
3840,"{'uts': '1574729876', '#text': '26 Nov 2019, 00:57'}"
3841,"{'uts': '1574729725', '#text': '26 Nov 2019, 00:55'}"
3842,"{'uts': '1574729510', '#text': '26 Nov 2019, 00:51'}"
3843,"{'uts': '1574729279', '#text': '26 Nov 2019, 00:47'}"
3844,"{'uts': '1574729034', '#text': '26 Nov 2019, 00:43'}"
3845,"{'uts': '1574728851', '#text': '26 Nov 2019, 00:40'}"
3846,"{'uts': '1574728637', '#text': '26 Nov 2019, 00:37'}"
3847,"{'uts': '1574728428', '#text': '26 Nov 2019, 00:33'}"
3848,"{'uts': '1574728111', '#text': '26 Nov 2019, 00:28'}"
3849,"{'uts': '1574727842', '#text': '26 Nov 2019, 00:24'}"
3850,"{'uts': '1574727562', '#text': '26 Nov 2019, 00:19'}"
3851,"{'uts': '1574727234', '#text': '26 Nov 2019, 00:13'}"
3852,"{'uts': '1574723405', '#text': '25 Nov 2019, 23:10'}"
3853,"{'uts': '1574723066', '#text': '25 Nov 2019, 23:04'}"
3854,"{'uts': '1574721315', '#text': '25 Nov 2019, 22:35'}"
3855,"{'uts': '1574721090', '#text': '25 Nov 2019, 22:31'}"
3856,"{'uts': '1574719212', '#text': '25 Nov 2019, 22:00'}"
3857,"{'uts': '1574719042', '#text': '25 Nov 2019, 21:57'}"
3858,"{'uts': '1574716827', '#text': '25 Nov 2019, 21:20'}"
3859,"{'uts': '1574716448', '#text': '25 Nov 2019, 21:14'}"
3860,"{'uts': '1574716204', '#text': '25 Nov 2019, 21:10'}"
3861,"{'uts': '1574715459', '#text': '25 Nov 2019, 20:57'}"
3862,"{'uts': '1574714891', '#text': '25 Nov 2019, 20:48'}"
3863,"{'uts': '1574714637', '#text': '25 Nov 2019, 20:43'}"
3864,"{'uts': '1574714423', '#text': '25 Nov 2019, 20:40'}"
3865,"{'uts': '1574714092', '#text': '25 Nov 2019, 20:34'}"
3866,"{'uts': '1574713789', '#text': '25 Nov 2019, 20:29'}"
3867,"{'uts': '1574713293', '#text': '25 Nov 2019, 20:21'}"
3868,"{'uts': '1574713011', '#text': '25 Nov 2019, 20:16'}"
3869,"{'uts': '1574713008', '#text': '25 Nov 2019, 20:16'}"
3870,"{'uts': '1574712714', '#text': '25 Nov 2019, 20:11'}"
3871,"{'uts': '1574712482', '#text': '25 Nov 2019, 20:08'}"
3872,"{'uts': '1574709637', '#text': '25 Nov 2019, 19:20'}"
3873,"{'uts': '1574709367', '#text': '25 Nov 2019, 19:16'}"
3874,"{'uts': '1574709101', '#text': '25 Nov 2019, 19:11'}"
3875,"{'uts': '1574708774', '#text': '25 Nov 2019, 19:06'}"
3876,"{'uts': '1574703934', '#text': '25 Nov 2019, 17:45'}"
3877,"{'uts': '1574695741', '#text': '25 Nov 2019, 15:29'}"
3878,"{'uts': '1574695688', '#text': '25 Nov 2019, 15:28'}"
3879,"{'uts': '1574695479', '#text': '25 Nov 2019, 15:24'}"
3880,"{'uts': '1574695383', '#text': '25 Nov 2019, 15:23'}"
3881,"{'uts': '1574695259', '#text': '25 Nov 2019, 15:20'}"
3882,"{'uts': '1574695091', '#text': '25 Nov 2019, 15:18'}"
3883,"{'uts': '1574694941', '#text': '25 Nov 2019, 15:15'}"
3884,"{'uts': '1574693776', '#text': '25 Nov 2019, 14:56'}"
3885,"{'uts': '1574693579', '#text': '25 Nov 2019, 14:52'}"
3886,"{'uts': '1574693438', '#text': '25 Nov 2019, 14:50'}"
3887,"{'uts': '1574693438', '#text': '25 Nov 2019, 14:50'}"
3888,"{'uts': '1574693258', '#text': '25 Nov 2019, 14:47'}"
3889,"{'uts': '1574693010', '#text': '25 Nov 2019, 14:43'}"
3890,"{'uts': '1574693010', '#text': '25 Nov 2019, 14:43'}"
3891,"{'uts': '1574692808', '#text': '25 Nov 2019, 14:40'}"
3892,"{'uts': '1574692652', '#text': '25 Nov 2019, 14:37'}"
3893,"{'uts': '1574692349', '#text': '25 Nov 2019, 14:32'}"
3894,"{'uts': '1574692103', '#text': '25 Nov 2019, 14:28'}"
3895,"{'uts': '1574691965', '#text': '25 Nov 2019, 14:26'}"
3896,"{'uts': '1574691770', '#text': '25 Nov 2019, 14:22'}"
3897,"{'uts': '1574691559', '#text': '25 Nov 2019, 14:19'}"
3898,"{'uts': '1574691435', '#text': '25 Nov 2019, 14:17'}"
3899,"{'uts': '1574638224', '#text': '24 Nov 2019, 23:30'}"
3900,"{'uts': '1574637987', '#text': '24 Nov 2019, 23:26'}"
3901,"{'uts': '1574637781', '#text': '24 Nov 2019, 23:23'}"
3902,"{'uts': '1574637547', '#text': '24 Nov 2019, 23:19'}"
3903,"{'uts': '1574637418', '#text': '24 Nov 2019, 23:16'}"
3904,"{'uts': '1574637418', '#text': '24 Nov 2019, 23:16'}"
3905,"{'uts': '1574637192', '#text': '24 Nov 2019, 23:13'}"
3906,"{'uts': '1574637192', '#text': '24 Nov 2019, 23:13'}"
3907,"{'uts': '1574636974', '#text': '24 Nov 2019, 23:09'}"
3908,"{'uts': '1574636789', '#text': '24 Nov 2019, 23:06'}"
3909,"{'uts': '1574636574', '#text': '24 Nov 2019, 23:02'}"
3910,"{'uts': '1574636454', '#text': '24 Nov 2019, 23:00'}"
3911,"{'uts': '1574636214', '#text': '24 Nov 2019, 22:56'}"
3912,"{'uts': '1574635947', '#text': '24 Nov 2019, 22:52'}"
3913,"{'uts': '1574635947', '#text': '24 Nov 2019, 22:52'}"
3914,"{'uts': '1574635670', '#text': '24 Nov 2019, 22:47'}"
3915,"{'uts': '1574635429', '#text': '24 Nov 2019, 22:43'}"
3916,"{'uts': '1574548887', '#text': '23 Nov 2019, 22:41'}"
3917,"{'uts': '1574547676', '#text': '23 Nov 2019, 22:21'}"
3918,"{'uts': '1574547386', '#text': '23 Nov 2019, 22:16'}"
3919,"{'uts': '1574546853', '#text': '23 Nov 2019, 22:07'}"
3920,"{'uts': '1574535557', '#text': '23 Nov 2019, 18:59'}"
3921,"{'uts': '1574535537', '#text': '23 Nov 2019, 18:58'}"
3922,"{'uts': '1574535328', '#text': '23 Nov 2019, 18:55'}"
3923,"{'uts': '1574535023', '#text': '23 Nov 2019, 18:50'}"
3924,"{'uts': '1574534816', '#text': '23 Nov 2019, 18:46'}"
3925,"{'uts': '1574534537', '#text': '23 Nov 2019, 18:42'}"
3926,"{'uts': '1574534329', '#text': '23 Nov 2019, 18:38'}"
3927,"{'uts': '1574534070', '#text': '23 Nov 2019, 18:34'}"
3928,"{'uts': '1574533654', '#text': '23 Nov 2019, 18:27'}"
3929,"{'uts': '1574532917', '#text': '23 Nov 2019, 18:15'}"
3930,"{'uts': '1574532770', '#text': '23 Nov 2019, 18:12'}"
3931,"{'uts': '1574532603', '#text': '23 Nov 2019, 18:10'}"
3932,"{'uts': '1574527471', '#text': '23 Nov 2019, 16:44'}"
3933,"{'uts': '1574523605', '#text': '23 Nov 2019, 15:40'}"
3934,"{'uts': '1574523341', '#text': '23 Nov 2019, 15:35'}"
3935,"{'uts': '1574523035', '#text': '23 Nov 2019, 15:30'}"
3936,"{'uts': '1574522777', '#text': '23 Nov 2019, 15:26'}"
3937,"{'uts': '1574522661', '#text': '23 Nov 2019, 15:24'}"
3938,"{'uts': '1574522513', '#text': '23 Nov 2019, 15:21'}"
3939,"{'uts': '1574522345', '#text': '23 Nov 2019, 15:19'}"
3940,"{'uts': '1574522185', '#text': '23 Nov 2019, 15:16'}"
3941,"{'uts': '1574521987', '#text': '23 Nov 2019, 15:13'}"
3942,"{'uts': '1574521875', '#text': '23 Nov 2019, 15:11'}"
3943,"{'uts': '1574521872', '#text': '23 Nov 2019, 15:11'}"
3944,"{'uts': '1574521376', '#text': '23 Nov 2019, 15:02'}"
